Overview,ListingName,ListingIcon,ListingSellerName,Built_By,ListingRank,ListingScrapeDate,ListingURL,Side_Description,pic_urls,video_urls
Gain valuable application performance insights with logged Instana Application Performance Management (APM) events in CrowdStrike Falcon® LogScale. Easily view APM data in Falcon LogScale and visualize performance using customizable dashboards.,Instana APM for Falcon Logscale,images.store.crowdstrike.com/9748z14dd5zg/68VYeheXGnrOffRVy3u378/4db3d5440b9003644b2123dcf7848fa5/IBM_icon_square.png,IBM Security,IBM Security, order on list 131,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The IntSights and CrowdStrike® integration enables mutual customers to gain critical threat knowledge and stop breaches. Security teams can easily discover, view, validate, and investigate IntSights Indicators of Compromise (IOCs) from within a CrowdStrike device in the IntSights platform, streamlining the processes required for effective threat mitigation. Together, CrowdStrike and IntSights offer contextual threat intelligence and continuous endpoint protection.",IntSights External Threat Protection Suite,images.store.crowdstrike.com/9748z14dd5zg/2SzcKAJGpALy8NvDr1s2yB/170fc03ad2f430f85efdbe226538ae75/Intsights_icon_square.png,Intsights,Intsights, order on list 132,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"IronNet’s network detection and response (NDR) platform, IronDefense, integrates with CrowdStrike Falcon® Endpoint Protection capabilities and enables customers to help you easily view network and endpoint telemetry data on a single pane of glass. IronDefense works natively with CrowdStrike to provide relevant host details through IronDefense’s IronVue User Interface, delivering the necessary contextual information that speeds up time to detection by reducing investigative workflow complexity. You can also instantly contain endpoints with one click through IronNet’s IronVue interface, enabling security teams to instantly stop threats during an investigation. IronDefense users can pivot seamlessly to the CrowdStrike Falcon interface for deeper investigation, allowing security teams to seamlessly trace suspicious behaviors on the network to the source endpoint.",IronNet Collective Defense Platform,images.store.crowdstrike.com/9748z14dd5zg/7bhbqdN1U8tAE9HL6dr7W9/93d86b0268987ba519001ce6a9ea2691/IronNet_icon_square.png,IronNet,IronNet, order on list 133,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Island reimagines what the browser can be. By taking in the needs of the enterprise, Island delivers a positive impact on every layer of cybersecurity and critical IT functions, while improving the end user experience and productivity. Island integrates with the CrowdStrike Falcon® platform to provide fine-grain policy control over every facet of a user’s interaction with a web application, giving the enterprise limitless visibility, control, and compliance with their most critical applications. Island draws enriched threat intelligence from the Falcon platform to make informed, real-time decisions based on suspicious behavior for actions like file downloads and uploads without slowing down the user workflow. The Island integration with this threat intelligence and sandboxing allows your team to easily identify, evaluate and block malicious files or content, empowering your team to secure all data and assets simply.",Island Enterprise Browser,images.store.crowdstrike.com/9748z14dd5zg/4ha4pqLXaDs5Z9FWi3aFfc/3dbfaabb5415882839c36b168fbee73b/Island_icon_square.png,Island,Island, order on list 134,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Build automated workflows using CrowdStrike Falcon® Fusion to trigger issue creation in Jira. Security and DevSecOps teams can leverage detections and incidents from the CrowdStrike Falcon platform to help streamline incident management and accelerate response capabilities. You can also orchestrate remediation of vulnerabilities by creating Jira issues directly from Spotlight, enabling you to track the remediation progress of your security team to improve efficiency and monitoring. This Jira plugin leverages CrowdStrike Falcon Fusion to allow you to receive Falcon-generated alerts via Jira.",Jira,images.store.crowdstrike.com/9748z14dd5zg/1mYMVDZccECFrxRn9tTLhj/4cff414c12750c607be7a1c6303431ab/Jira_logo,,, order on list 135,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Kenna.VM integrates with CrowdStrike Falcon® Spotlight (Vulnerability Detection and Management) to allow security teams to focus their limited resources on remediating the vulnerabilities that matter the most. Kenna layers CrowdStrike rich endpoint data with robust threat and vulnerability intel and advanced data science to identify and prioritize the vulnerabilities that pose a real risk to the organization. With Kenna.VM and CrowdStrike data, security teams are able to get a clearer accurate picture of risk within their environment, along with the actionable insight to make effective and efficient remediation decisions.",Kenna.VM,images.store.crowdstrike.com/9748z14dd5zg/2E8qpQFwlZSAnwxEbjP7ex/e805aab67c5469b812c2931617e42eff/Kenna.VM_logo,Kenna Security,Kenna Security, order on list 136,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Legit Security integrates with the CrowdStrike Falcon® platform to auto-discover, analyze and secure applications from code to cloud. Organizations can automatically trace cloud application vulnerabilities back to their origin and any development vulnerabilities to production environments, improving visibility for faster, more efficient vulnerability remediation. Legit Security ingests enriched security data across managed cloud workloads from the Falcon platform to identify the source of vulnerabilities, trace it back to the development owner, triage and prioritize issues based on severity, and provide rich context to remediate issues and fortify application security at speed.",Legit Security Platform,images.store.crowdstrike.com/9748z14dd5zg/30NrXinYoR7PdeGSzQSUkZ/a06086d872a60f719ea8ae3eaf329ae5/LegitSecurity_icon_square.png,Legit Security,Legit Security, order on list 137,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Easily ingest, store, and visualize Linux system logs in CrowdStrike Falcon® LogScale with a pre-built package to gain valuable system insights for improved visibility and reporting. The Linux system log package enables your team to easily parse incoming Linux logs via the Filebeat OSS log shipper to help you extract relevant information based on your unique needs. By leveraging the Auditd and System Filebeat modules, Linux system logs can be easily ingested into Falcon LogScale for unified visibility, fast querying, and intuitive dashboards.",Linux System Logs for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/1DMlsTZnySZInqpyqF4tF5/c9906b5a136145addfc58d6f35223a24/Linux-Tug-512x512.png,,, order on list 138,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Lookout Mobile Endpoint Security (MES) is powered by telemetry across mobile apps, devices, and web items to detect mobile compromise and phishing attacks.",Lookout Mobile Endpoint Security,images.store.crowdstrike.com/9748z14dd5zg/7H3HmXoUMDaKcEr5dzVn9p/1a2900399cdb24b043fc33f59f916943/Lookout_logo.png,Lookout Inc.,Lookout Inc., order on list 139,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Simplify your cybersecurity operation and automate manual security tasks with Lumu and CrowdStrike. Lumu integrates with the CrowStrike Falcon® platform by sharing Lumu indicators of compromise (IOCs) surrounding network threats with Falcon to deliver enhanced real-time threat intelligence for faster response to pervasive cyber threats like ransomware precursor malware, phishing, C2C, DGA, crypto-mining, and more. With Lumu and CrowdStrike, your team can experience automated SecOps, without the need for manual tasks.",Lumu Defender,images.store.crowdstrike.com/9748z14dd5zg/3zfZPMFUPnjrWLu7wYyBB6/cecebfa053575fabd306f0e71b2b5bfe/lumu_512x512.png,Lumu,Lumu, order on list 140,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
The Medigate integration with the CrowdStrike Falcon® platform provides healthcare delivery organizations (HDOs) with an holistic and accurate picture of all of their connected assets and the risk they pose to their environment so that they can focus on taking appropriate mitigation and remediation steps to reduce this risk.,Medigate Device Security Platform (MDSP),images.store.crowdstrike.com/9748z14dd5zg/5GkqwhmjpngwaSt71XCqtp/f8ec457e36209bb2a40eba3a4387990f/Medigate_Device_Security_Platform__MDSP__logo,Claroty,Claroty, order on list 141,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Unify your security data across endpoint and web domains within Falcon Insight XDR to enhance your team’s detection of modern threats. Menlo Security provides unique threat visibility inside the browser to deliver threat prevention capabilities designed to detect Highly Evasive Adaptive Threats (HEAT) attacks targeting the web browser. You can easily ingest threat telemetry, alert data and browser visibility from Menlo Security into CrowdStrike Falcon Insight XDR to gain cross-domain visibility of your attack surface for faster, more accurate threat detection and triage.",Menlo Security Data Connector,images.store.crowdstrike.com/9748z14dd5zg/1jIFi67k3DsT4vSozpZNKr/e5c21d23e7d54afe2a0aa86459cb01f6/Menlo_Security_icon_square.png,Menlo Security,Menlo Security, order on list 142,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Mimecast and CrowdStrike protect organizations at both the Secure Email Gateway and on endpoint devices. Organizations can enhance threat protection through the integration of these industry leading platforms, including sharing intelligence derived from malware detected at the Mimecast Secure Email Gateway with the CrowdStrike Falcon® platform.",Mimecast,images.store.crowdstrike.com/9748z14dd5zg/2F0rw0Qn5W3zh0zPuxE8o5/1a200497cd8e751f48162a1b905f9429/Mimecast_icon_square.png,Mimecast,Mimecast, order on list 143,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
Bring together the data across endpoint and email domains to enhance your team’s detection of modern threats. Easily ingest Mimecast Email Security data into CrowdStrike Falcon® Insight XDR to gain comprehensive cross-domain visibility of threats throughout your attack surface.,Mimecast Data Connector,images.store.crowdstrike.com/9748z14dd5zg/2F0rw0Qn5W3zh0zPuxE8o5/1a200497cd8e751f48162a1b905f9429/Mimecast_icon_square.png,Mimecast,Mimecast, order on list 144,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
Gain valuable security insights from Mimecast email security logs using a collection of pre-built dashboards with lightning fast search capabilities from CrowdStrike Falcon® LogScale. Easily search for indicators of compromise (IOCs) and other signs of potentially malicious activity to speed up threat hunting.,Mimecast Email Security for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/2F0rw0Qn5W3zh0zPuxE8o5/1a200497cd8e751f48162a1b905f9429/Mimecast_icon_square.png,Mimecast,Mimecast, order on list 145,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
Enable highly relevant and impactful Mimecast email response actions within the CrowdStrike Falcon® Insight XDR console. Enable pre-defined XDR workflows with CrowdStrike Falcon® Fusion to automatically trigger integrated response actions such as blocking an email sender or domain.,Mimecast Response Actions for Falcon Insight XDR,images.store.crowdstrike.com/9748z14dd5zg/2F0rw0Qn5W3zh0zPuxE8o5/1a200497cd8e751f48162a1b905f9429/Mimecast_icon_square.png,Mimecast,Mimecast, order on list 146,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"MixMode is a next-gen threat detection and security analytics platform, serving enterprises with big data environments. MixMode delivers a patented, self-learning platform that acts as the Cybersecurity Intelligence Layer℠ to detect both known and unknown attacks, including novel attacks designed to bypass legacy cyber defenses. This is accomplished in real-time, across any cloud or on-premise data stream. MixMode integrates with the CrowdStrike Falcon® platform by seamlessly ingesting and correlating Falcon security data with your other data sources, providing your team with full visibility of your environment for enhanced detection of novel threats. If MixMode detects a threat associated with an endpoint in your environment, your team can implement a Falcon response action, containing the endpoint to prevent any additional damage.",MixMode Attack Detection Platform,images.store.crowdstrike.com/9748z14dd5zg/1lIB768FKSDS93XxsKFfdO/702da9d8624385d8fb7b30741a7f3320/Mixmode_icon_square.png,MixMode,MixMode, order on list 147,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Say goodbye to traditional vulnerability management and say hello to CrowdStrike Falcon® Spotlight + Monad. Today’s enterprises use dozens of security tools, but lack the infrastructure required to ingest, transform, and make sense of the data from these tools. Monad provides this infrastructure. With Monad and Falcon Spotlight, you can quickly and easily combine CrowdStrike vulnerability findings with security data from elsewhere in the organization, increasing visibility and decreasing response times.",Monad Data Ingestion & Modeling,images.store.crowdstrike.com/9748z14dd5zg/17ZUC5t2ErEwJX1bN7XxIJ/62a37c8a6dcd10ba2932d66c4d87b0b3/Monad_New_Logo.png,Monad,Monad, order on list 148,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Gain valuable insights into the performance of your web servers and related visitors with NGINX server data logged and visualized in CrowdStrike Falcon® LogScale. Parse NGINX logs and visualize your data using dashboards for key details such as HTTP errors, visitors, error logs, and indicator of compromise (IOC) matches across client IP and refer domain. You can also see a mapping of status codes with relevant descriptions for improved readability and unified visibility.",NGINX for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 149,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The CrowdStrike Falcon® platform’s single lightweight agent leverages its cloud-scale to extend CrowdStrike world class security capabilities into the Nutanix Cloud Platform, preventing attacks on endpoints and workloads on or off the network. Validated to run on Nutanix AHV, the cloud-native Falcon sensor enhances Nutanix’s native security posture to secure workloads, without compromising performance. Extending CrowdStrike protection to workloads like virtual machines, and Virtual Desktop Infrastructure (VDI) on Nutanix, enables your organization to gain holistic security with scale and speed. Allow your teams to build, run, and secure applications with confidence throughout the entire development cycle.",Nutanix Cloud Platform,images.store.crowdstrike.com/9748z14dd5zg/65jitmoGxMkBjqtL6DbeKk/b0ac3f8abe91e81e588fded2e3c9383e/Nutanix_icon_square.png,Nutanix,Nutanix, order on list 150,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Ordr is a purpose-built platform to discover and secure every connected device - from traditional servers, workstations, and PCs to Internet of Things (IoT), Internet of Medical Things (IoMT), and Operational Technology (OT) devices. Ordr integrates with CrowdStrike® to address connected device security by providing you with visibility of devices, insights into vulnerabilities, and the ability to mitigate active threats and proactively improve protection.",Ordr IoT Security,images.store.crowdstrike.com/9748z14dd5zg/MeJzRpb0bTHG2rT03lbeh/c0aaa73740f1e40cfd83052d53d4d96b/Ordr_icon_square.png,Ordr,Ordr, order on list 151,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"PagerDuty is an incident management platform that provides reliable notifications, automatic escalations, on-call scheduling, and other functionality to help teams detect and resolve issues quickly. The PagerDuty integration allows security and DevSecOps teams to leverage alerts from the CrowdStrike Falcon® platform to help streamline incident management and accelerate response capabilities. By automating workflows based on threat detections and incidents, analysts can spend time on more important strategic tasks to help improve the security posture of the organization without succumbing to alert fatigue and improve efficiency of their security solutions.",PagerDuty,images.store.crowdstrike.com/9748z14dd5zg/4T68blpw2kbzm2nk4jSEfZ/ccb2a378a164ed7e55ddb1a71359df46/PagerDuty_logo,,, order on list 152,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Easily ingest Palo Alto Networks’ firewall data into CrowdStrike Falcon® Insight XDR to gain comprehensive cross-domain visibility of threats throughout your attack surface. See Palo Alto Networks firewall events within the Falcon console alongside additional threat indicators from other domains to accelerate threat detection and minimize context switching across multiple interfaces, allowing your team to speed up detection and triage, while improving accuracy.",Palo Alto Networks Data Connector,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 153,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"With Panther and CrowdStrike®, teams can write custom real-time detections, perform high-scale security analytics and correlation, as well as store Falcon telemetry for long-term storage. Monitor CrowdStrike logs to gain complete visibility into your network activity, DNS requests, and other security events with Panther’s CrowdStrike integration. Panther can collect, normalize, and monitor CrowdStrike logs to help you identify suspicious activity in real-time. Your normalized data is then retained to power future security investigations.",Panther,images.store.crowdstrike.com/9748z14dd5zg/1eBjvbiqV2fEZ47At6iUeF/c7b0c5145c481e36727c1e21123c9972/PantherLabs_icon_square.png,PantherLabs,PantherLabs, order on list 154,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Unify your security data across Endpoint and Identity domains within the CrowdStrike Falcon® platform to enhance your team’s detection of elusive threats. With CrowdStrike Falcon® Insight XDR, you can easily ingest and view identity and single sign on (SSO) data from Ping Identity within the Falcon console alongside additional threat indicators from other domains. With this extended and unified visibility, your team can minimize context switching across multiple interfaces to speed up detection and triage, while improving accuracy.",Ping Identity Data Connector,images.store.crowdstrike.com/9748z14dd5zg/SCIBXB1GIZ6b21JmBj93D/6b7df053dcc98b51336d2b67440830db/Ping_icon.png,Ping Identity,Ping Identity, order on list 155,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Easily log and visualize Ping Identity’s PingOne Cloud Platform logs in CrowdStrike Falcon® LogScale to gain insights into identities and  access in your environment. Leverage a collection of pre-built dashboards to rapidly view and explore PingOne’s secure identity access management data. Access dashboards for authentication volumes, password activity, and policy and multi-factor authentication (MFA) information to unify visibility and improve threat hunting. Your team can also harden defenses by authenticating using PingFederate, enabling your team to securely access Falcon LogScale using high identity standards.",Ping Identity PingOne for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/SCIBXB1GIZ6b21JmBj93D/6b7df053dcc98b51336d2b67440830db/Ping_icon.png,Ping Identity,Ping Identity, order on list 156,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Prelude Detect enables you to continuously test the latest and most critical cyber threats against endpoints at scale. Tests are run against your CrowdStrike Falcon-protected endpoints and cloud workloads using Prelude’s kilobyte-sized processes called probes. Prelude’s integration with the CrowdStrike Falcon® platform allows security teams to easily deploy Prelude’s probes, begin testing and fortify Falcon Insight XDR capabilities - within seconds. Prelude creates a self-optimizing loop with the Falcon platform, providing assurance that your defenses are continuously improving and blocking the latest threats.",Prelude Detect,images.store.crowdstrike.com/9748z14dd5zg/3azF5yvfQoHQtEoGvQY091/99b6dd663391461f140fa49157429588/Prelude_icon_square.png,Prelude,Prelude, order on list 157,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The Reveald Epiphany Intelligence Platform is a cybersecurity exposure management system that helps you identify and understand the risks that can cause a material impact. Epiphany combines rich exposure and vulnerability insights from the CrowdStrike Falcon® platform and additional 3rd party sources with sophisticated AI attack path mapping to hunt for and prioritize the biggest exposures, helping you stay ahead of threats.",Reveald Epiphany Intelligence Platform,images.store.crowdstrike.com/9748z14dd5zg/66ZmmleRdvxynsrCiLF0ks/d31efcf8ea0f912990632dbd34f1f5be/Reveald_logo_square.png,Reveald,Reveald, order on list 158,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Revelstoke integrates with CrowdStrike Falcon® LogScale, enabling automated incident response workflows and streamlined collaboration. Revelstoke enables your team to trigger notifications, isolate systems, and execute custom playbooks – all while its Unified Data Layer (UDL) ensures seamless data exchange. Revelstoke's Case Management dashboard tracks case actions, while Falcon LogScale provides security performance metrics, helping you maximize efficiency and collaboration across the IT and security team.",Revelstoke Security Automation Platform,images.store.crowdstrike.com/9748z14dd5zg/6sZYzpRNo6zsMyuhW71tdS/649a6c6658200663de610400270d0279/Revelstoke_icon_square.png,"Revelstoke Security, Inc.","Revelstoke Security, Inc.", order on list 159,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The Revelstoke Platform makes SOAR simple so security teams can spend more time doing what matters. By combining Revelstoke and the CrowdStrike Falcon® platform, you can automate complex processes, shorten time to value, measure ROI and increase your impact — all without breaking a sweat. Revelstoke ingests rich security data and threat detections from the Falcon platform across endpoints, workloads, identities, and data to streamline the response and investigation of threats using simple and intuitive security automation - available actions include gathering host information, updating agents, containment of threats and ensure host quarantine, and update threat details.",Revelstoke SOAR,images.store.crowdstrike.com/9748z14dd5zg/6sZYzpRNo6zsMyuhW71tdS/649a6c6658200663de610400270d0279/Revelstoke_icon_square.png,"Revelstoke Security, Inc.","Revelstoke Security, Inc.", order on list 160,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Seamlessly ingest Rubrik Cloud Security data into CrowdStrike Falcon® LogScale to gain unified visibility of your organization’s critical data and potential attacks targeting it. The pre-built package allows you to ingest, store, and visualize rich data insights with ease. Gain a unified view into the operational status of your applications and users, and threats detected through Rubrik Anomaly Detection, Threat Hunting, and Threat Monitoring. By integrating CrowdStrike and Rubrik, you can defend against the attacks that target your critical data.",Rubrik Security Cloud for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/5IprYPYpCKkw7kIeev17PI/4a2e666f51055f56bbfaf90131131a67/Rubrik_logo_vertical_large.png,Rubrik,Rubrik, order on list 161,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The Salt Security API Protection Platform secures your APIs across the full API lifecycle. By integrating with the CrowdStrike Falcon platform®, you get a 360-degree view of API security risks with unique insights into the application-layer attack surface. Enable robust API threat intelligence and security by improving API auditing, monitoring, and enforcement workflows.",Salt Security API Protection Platform,images.store.crowdstrike.com/9748z14dd5zg/4QPhEswxGc7IKFr8yUnPnE/3010dcd345c2cb18e64f0c4f99b9c2f1/salt-logo-512x512.png,Salt Security,Salt Security, order on list 162,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"ScienceLogic SL1 allows you to gain visibility across multi-cloud and distributed architectures, contextualize operational data, and quickly act using robust integrations and automation. The ScienceLogic integration with the CrowdStrike Falcon® platform allows security teams to accelerate their operations by improving threat detection and automating response – all within a single interface. When a security detection occurs within the Falcon platform, such as potential malware on a device, the detection will be automatically sent to ScienceLogic as an event. From there, SL1 can simultaneously create an incident to document the issue and trigger predefined responses to swiftly stop attacks before they cause damage.",ScienceLogic SL1,images.store.crowdstrike.com/9748z14dd5zg/3SGnOB8Z40Gb10wzjfJ5RI/407366c5e5d93456017c446d25e38a6d/ScienceLogic_icon_square.png,ScienceLogic,ScienceLogic, order on list 163,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"SecurityCoach is the first real-time security coaching product created to help IT and Security Operations teams further protect your organization’s largest attack surface — your employees. SecurityCoach is natively integrated with KnowBe4’s new-school security awareness training platform to simplify management and improve your security posture seamlessly. SecurityCoach integrates with your existing security stack, including the CrowdStrike Falcon® platform, to deliver real-time coaching in response to risky end-user security behavior. The KnowBe4 integration with the Falcon platform helps reduce high risk behavior by leveraging CrowdStrike’s security telemetry to analyze security incidents, which trigger real-time security training from KnowBe4.","SecurityCoach, a KnowBe4 Product",images.store.crowdstrike.com/9748z14dd5zg/5bTz3GNQ10oKbxBue0bNk3/1eadb2021b656c56123a42973f6e7cab/KnowBe4_icon_square.png,KnowBe4,KnowBe4, order on list 164,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"When integrated together, Securonix and CrowdStrike® provide continuous breach prevention in a single agent and proactively detect virus, malware, ransomware, and other known and unknown threats. Securonix uses the CrowdStrike Falcon® API to gather real-time intelligence from your endpoints. This provides additional context used to assist threat detection and investigation. User behavior information is also used to enrich behavioral analysis.",Securonix Next-Gen SIEM,images.store.crowdstrike.com/9748z14dd5zg/55P9kwGHNbgdoxODsqraCS/0a2bb718ddcbfd689494dd7b2e4b3496/Securonix_icon_square.png,Securonix,Securonix, order on list 165,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Designed as a security control tower, Sekoia SOC platform collects, aggregates and adds value to all your security data in real time through a unique interface, improving threat investigation, triage, and response.  Sekoia SOC platform integrates with the CrowdStrike Falcon® platform, leveraging its rich endpoint and threat insights, to provide your team with full threat coverage across your cloud, on-prem, and hybrid infrastructures to detect threats and launch the appropriate response actions.",Sekoia SOC Platform,images.store.crowdstrike.com/9748z14dd5zg/3d7EljY3JWpubzDKm5LW1c/292a9a6217fcd78564ed3918f6216357/Sekoia.io_logo.png,Sekoia.io,Sekoia.io, order on list 166,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"By translating consolidated security findings from CrowdStrike and other security detection tools into actionable operational remediation tasks for the right owners, Silk empowers security teams to transform how they resolve, track and audit cyber risk. The Silk platform consolidates and correlates rich vulnerability and cloud security findings from the CrowdStrike Falcon® platform into a unified risk framework to bridge the gap between detecting security findings and fixing them to ensure a best-in-class security posture. By integrating Silk with CrowdStrike, security teams can more effectively operationalize, accelerate and track remediation with operations stakeholders through predictive discovery of fix owners, bidirectional workflow integration, and centralized status reporting. Silk’s asset intelligence further enables security teams to identify asset coverage gaps where CrowdStrike agents are not present, as well as compare tool utilization across their IT landscape to improve tool consolidation.",Silk Platform,images.store.crowdstrike.com/9748z14dd5zg/6nGsKCmI1eMAdnGsOqatfI/939ad31175594437584dcc4b47233870/Silk_icon_square.png,Silk Security,Silk Security, order on list 167,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Skyhigh Security’s Private Access solution provides secure, yet seamless, access to your most critical and sensitive private applications. Skyhigh Security integrates with the CrowdStrike Falcon® platform by applying CrowdStrike Zero Trust Assessment (ZTA) risk scores to its robust Zero Trust policy enforcement, boosting security posture and further securing unauthorized access to private applications. By ensuring that only trusted, healthy devices are permitted to access sensitive, private applications in your organization’s environment, you gain dynamic threat protection to stay ahead of modern threats.",Skyhigh Private Access,images.store.crowdstrike.com/9748z14dd5zg/1QfXeOQYqgi6A0y7UjCPIF/476767944d70114905b3e81d7eaf23fe/Full_Lockup_Full_Color_Dark-LG.png,Skyhigh Security,Skyhigh Security, order on list 168,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Easily ingest and unify Skyhigh Security Service Edge (SSE) data in the CrowdStrike Falcon® platform to gain comprehensive cross-domain visibility of threats throughout your attack surface. See Skyhigh SSE events within the Falcon console alongside additional threat indicators from other domains to accelerate threat detection and minimize context switching across multiple interfaces, allowing your team to speed up detection and triage, while improving accuracy.",Skyhigh Security Data Connector,images.store.crowdstrike.com/9748z14dd5zg/64BxMgswD793wNejMqjY3n/70e9fd9788cae9b39ff202938716acf2/Skyhigh_512x512.png,Skyhigh Security,Skyhigh Security, order on list 169,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Utilizing SnapAttack Enterprise you can rapidly improve your SOC performance and consistency by integrating Cyber Threat Intelligence (CTI). SnapAttack provides easy-to-use red and blue team workflows, enabling actionable threat intelligence to be analyzed, attacker tradecraft to be emulated, and defensive capability to be built, validated, and deployed in one platform. By integrating with the CrowdStrike Falcon platform, SnapAttack helps you accelerate threat hunting by validating your security posture, and launching simulated attacks against your Falcon and cybersecurity infrastructure to identify weaknesses for prioritized remediation. With detection content based on enriched threat intelligence, you can better understand the art of an attack, to better defend against it.",SnapAttack Enterprise,images.store.crowdstrike.com/9748z14dd5zg/7jQ8siSuJUoINuRurlhibz/a2e324726770ddf8654c21c365cc9322/SnapAttack_icon_square.png,SnapAttack,SnapAttack, order on list 170,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"CrowdStrike and Splunk enhance security teams with concise insights for more efficient and accurate work. The Splunk and CrowdStrike integrations deliver rich visualizations and drill-downs for CrowdStrike data, and the ability to manage indicators of compromise (IOCs) for enhanced investigations.",Splunk,images.store.crowdstrike.com/9748z14dd5zg/35DyLoivVxJaQOaQFVawBR/22acea305961ba961956bb60c19ed232/Splunk_icon_square.png,Splunk,Splunk, order on list 171,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"StrongDM grants dynamic access to critical infrastructure, including databases, clouds, servers, clusters, and web applications. Access is granted only after authenticated and authorized for that resource. Combining StrongDM with CrowdStrike’s rich endpoint insights,  your team gains additional context for every access request, including the risk profile of the device the person is using. Trust the user, trust the device, and then grant access. With continuous risk assessment, access can be severed at any time.",StrongDM Dynamic Access Management,images.store.crowdstrike.com/9748z14dd5zg/59p51Mz2tdzLYfDTqVi7Od/3242265ff18bd4361410ca37fb9eed8e/StrongDM_logo_512_x_512.png,StrongDM,StrongDM, order on list 172,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Take advantage of the CrowdStrike® Threat Intelligence feed fully integrated into Sumo Logic's cloud-native analytics platform. Sumo Logic’s Cloud SIEM then automatically analyzes, correlates, and enriches associated alerts to speed triage and surface potentially critical security incidents for your SOC analysts to investigate.",Sumo Logic Cloud SIEM,images.store.crowdstrike.com/9748z14dd5zg/1WYdbsK7ezR9p0ZVbU108Q/0a9ff64d143e5d15b9dc541ccf4af380/SumoLogic_icon_square.png,Sumo Logic,Sumo Logic, order on list 173,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
